vid,id,name,name_en,external_uri,weight,parent
temporal_subjects,HES-000261,bohunicien,Bohunician,http://vocab.getty.edu/aat/300019262,132,HES-001467
temporal_subjects,HES-000359,nitranská kultura,Nitra Culture,http://vocab.getty.edu/aat/300019276,713,HES-001480
temporal_subjects,HES-000306,lengyelská kultura,Lengyel Culture,http://vocab.getty.edu/aat/300249387,423,HES-001474
temporal_subjects,HES-000343,starší doba stěhování národů,Early Migration Period,http://vocab.getty.edu/aat/300106913,1410,HES-001469
temporal_subjects,HES-000296,slezskoplatěnická kultura (HaB),Silesian-Platěnice Culture (HaB),http://vocab.getty.edu/aat/300019362,752,HES-001484
temporal_subjects,HES-000376,starší doba halštatská (HaC–D1),Early Hallstatt Period (HaC–D1),http://vocab.getty.edu/aat/300019368,810,HES-001485
temporal_subjects,HES-000355,časná doba laténská (LtA),Early La Tène Period (LtA),http://vocab.getty.edu/aat/300019384,1010,HES-001458
temporal_subjects,HES-000356,rané mladohradištní období,Early Late Hillfort Period,http://vocab.getty.edu/aat/300020766,1851,HES-001472
temporal_subjects,HES-000360,střední–mladší neolit,Middle–Late Neolithic,http://vocab.getty.edu/aat/300019272,420,HES-001474
temporal_subjects,HES-000335,doba římská,Roman Period,http://vocab.getty.edu/aat/300020533,1200,HES-000406
temporal_subjects,HES-000274,střední paleolit,Middle Palaeolithic,http://vocab.getty.edu/aat/300019261,120,HES-001464
temporal_subjects,HES-000374,mladší/pozdní eneolit,Late/Final Eneolithic,http://vocab.getty.edu/aat/300106747,550,HES-001479
temporal_subjects,HES-000315,mladší paleolit,Upper Palaeolithic,http://vocab.getty.edu/aat/300019262,130,HES-001467
temporal_subjects,HES-000342,doba stěhování národů,Migration Period,http://vocab.getty.edu/aat/300106913,1400,HES-000408
temporal_subjects,HES-000330,billendorfská kultura,Billendorf Culture,http://vocab.getty.edu/aat/300019278,757,HES-001484
temporal_subjects,HES-001447,střední/mladší doba laténská (LtC1–2),Middle/Late La Tène Period (LtC1–2),http://vocab.getty.edu/aat/300019384,1025,HES-001460
temporal_subjects,HES-000316,datace neurčena,unspecified dating,http://vocab.getty.edu/aat/300379012,2600,HES-000418
